@RELATION modelSVM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {horn,motorbike,traffic,silent}

@DATA
0.083322,0.022715,3.044087,0.145930,0.163088,0.799697,0.013329,0.129926,-30.830974,-2.211429,-1.349794,0.306913,1.162366,0.763479,0.382042,-0.098339,0.058024,0.175217,0.783615,0.692898,0.475520,0.007203,0.006907,0.014673,0.000959,0.003567,0.024543,0.000412,0.005264,0.007546,0.003138,0.091307,0.009024,0.026800,0.031058,0.012416,0.170166,0.032058,0.029414,0.295322,0.014464,0.052324,1.580898,0.374535,0.386286,0.325691,0.307857,0.308632,0.283032,0.273653,0.291274,0.276834,0.264231,0.286348,0.264147,0.005377,0.007072,0.010154,0.000744,0.003227,0.016232,0.000357,0.004794,0.005845,0.002709,0.033696,0.007808,0.007833,horn
0.083322,0.022715,3.044087,0.145930,0.163088,0.799697,0.013329,0.129926,-30.830974,-2.211429,-1.349794,0.306913,1.162366,0.763479,0.382042,-0.098339,0.058024,0.175217,0.783615,0.692898,0.475520,0.007203,0.006907,0.014673,0.000959,0.003567,0.024543,0.000412,0.005264,0.007546,0.003138,0.091307,0.009024,0.026800,0.031058,0.012416,0.170166,0.032058,0.029414,0.295322,0.014464,0.052324,1.580898,0.374535,0.386286,0.325691,0.307857,0.308632,0.283032,0.273653,0.291274,0.276834,0.264231,0.286348,0.264147,0.005377,0.007072,0.010154,0.000744,0.003227,0.016232,0.000357,0.004794,0.005845,0.002709,0.033696,0.007808,0.007833,horn
0.027254,0.052956,2.769414,0.143865,0.199491,0.304991,0.049450,0.039527,-30.377393,-1.559518,-1.139782,0.814292,1.293418,0.997678,0.583940,0.301570,-0.007277,0.363573,0.780668,0.864657,0.591457,0.004207,0.000206,0.004833,0.000369,0.001497,0.017538,0.000320,0.002455,0.001449,0.000402,0.182054,0.000518,0.050611,0.017039,0.034236,0.297170,0.045562,0.039483,0.230134,0.037446,0.034937,1.876063,0.347919,0.491863,0.275819,0.333618,0.283461,0.272890,0.301123,0.230094,0.285405,0.310465,0.328366,0.306828,0.005499,0.000202,0.004329,0.000537,0.001769,0.019103,0.000440,0.003831,0.001310,0.000439,0.040179,0.000545,0.009606,horn
0.027254,0.052956,2.769414,0.143865,0.199491,0.304991,0.049450,0.039527,-30.377393,-1.559518,-1.139782,0.814292,1.293418,0.997678,0.583940,0.301570,-0.007277,0.363573,0.780668,0.864657,0.591457,0.004207,0.000206,0.004833,0.000369,0.001497,0.017538,0.000320,0.002455,0.001449,0.000402,0.182054,0.000518,0.050611,0.017039,0.034236,0.297170,0.045562,0.039483,0.230134,0.037446,0.034937,1.876063,0.347919,0.491863,0.275819,0.333618,0.283461,0.272890,0.301123,0.230094,0.285405,0.310465,0.328366,0.306828,0.005499,0.000202,0.004329,0.000537,0.001769,0.019103,0.000440,0.003831,0.001310,0.000439,0.040179,0.000545,0.009606,horn
0.030660,0.053720,2.831735,0.132923,0.192904,0.312514,0.053002,0.046460,-29.415265,-1.692922,-1.671869,1.038487,1.282241,1.164779,0.378652,0.165454,0.160409,0.343719,0.701813,0.931089,0.721346,0.008761,0.000241,0.007375,0.000305,0.001960,0.013711,0.000084,0.000964,0.003287,0.000463,0.172909,0.000370,0.048104,0.017491,0.029684,0.214792,0.038192,0.041915,0.176923,0.045499,0.030270,0.868838,0.331392,0.336848,0.327087,0.268243,0.284166,0.265821,0.275498,0.262952,0.271293,0.239245,0.256913,0.252706,0.005509,0.000260,0.005307,0.000408,0.001651,0.012602,0.000090,0.000998,0.003034,0.000566,0.030101,0.000427,0.007396,horn
0.030660,0.053720,2.831735,0.132923,0.192904,0.312514,0.053002,0.046460,-29.415265,-1.692922,-1.671869,1.038487,1.282241,1.164779,0.378652,0.165454,0.160409,0.343719,0.701813,0.931089,0.721346,0.008761,0.000241,0.007375,0.000305,0.001960,0.013711,0.000084,0.000964,0.003287,0.000463,0.172909,0.000370,0.048104,0.017491,0.029684,0.214792,0.038192,0.041915,0.176923,0.045499,0.030270,0.868838,0.331392,0.336848,0.327087,0.268243,0.284166,0.265821,0.275498,0.262952,0.271293,0.239245,0.256913,0.252706,0.005509,0.000260,0.005307,0.000408,0.001651,0.012602,0.000090,0.000998,0.003034,0.000566,0.030101,0.000427,0.007396,horn
0.029626,0.079544,2.806283,0.129462,0.186604,0.315767,0.051831,0.043649,-28.931094,-1.791405,-1.694550,0.901879,1.338216,1.178960,0.500584,0.216782,-0.040670,0.301178,0.769694,0.939007,0.650705,0.002440,0.000200,0.004406,0.000407,0.002170,0.016775,0.000203,0.002750,0.002259,0.000391,0.175475,0.001890,0.048479,0.019992,0.053058,0.245663,0.039883,0.044814,0.203567,0.045675,0.033962,1.052816,0.323869,0.336728,0.277285,0.309570,0.301657,0.267812,0.294082,0.257617,0.262066,0.245031,0.271860,0.265070,0.002885,0.000217,0.004183,0.000459,0.002600,0.015109,0.000272,0.002510,0.002336,0.000489,0.033528,0.002368,0.008569,horn
0.029626,0.079544,2.806283,0.129462,0.186604,0.315767,0.051831,0.043649,-28.931094,-1.791405,-1.694550,0.901879,1.338216,1.178960,0.500584,0.216782,-0.040670,0.301178,0.769694,0.939007,0.650705,0.002440,0.000200,0.004406,0.000407,0.002170,0.016775,0.000203,0.002750,0.002259,0.000391,0.175475,0.001890,0.048479,0.019992,0.053058,0.245663,0.039883,0.044814,0.203567,0.045675,0.033962,1.052816,0.323869,0.336728,0.277285,0.309570,0.301657,0.267812,0.294082,0.257617,0.262066,0.245031,0.271860,0.265070,0.002885,0.000217,0.004183,0.000459,0.002600,0.015109,0.000272,0.002510,0.002336,0.000489,0.033528,0.002368,0.008569,horn
0.046874,0.056055,2.809464,0.152498,0.199014,0.450464,0.037710,0.074293,-28.677915,-1.886614,-1.506611,0.635394,1.495566,1.059917,0.504188,0.067336,0.001968,0.294809,0.754199,1.022525,0.621021,0.003231,0.000487,0.006636,0.000282,0.001954,0.023148,0.000220,0.002278,0.004005,0.000692,0.160297,0.000702,0.044561,0.026343,0.028555,0.213723,0.035011,0.035041,0.243216,0.027435,0.047788,0.882901,0.323875,0.338676,0.322301,0.322719,0.294462,0.269961,0.267392,0.277053,0.271064,0.254103,0.276665,0.261460,0.003744,0.000471,0.005443,0.000322,0.001938,0.018322,0.000238,0.002074,0.003887,0.000662,0.038897,0.000714,0.009448,horn
0.046874,0.056055,2.809464,0.152498,0.199014,0.450464,0.037710,0.074293,-28.677915,-1.886614,-1.506611,0.635394,1.495566,1.059917,0.504188,0.067336,0.001968,0.294809,0.754199,1.022525,0.621021,0.003231,0.000487,0.006636,0.000282,0.001954,0.023148,0.000220,0.002278,0.004005,0.000692,0.160297,0.000702,0.044561,0.026343,0.028555,0.213723,0.035011,0.035041,0.243216,0.027435,0.047788,0.882901,0.323875,0.338676,0.322301,0.322719,0.294462,0.269961,0.267392,0.277053,0.271064,0.254103,0.276665,0.261460,0.003744,0.000471,0.005443,0.000322,0.001938,0.018322,0.000238,0.002074,0.003887,0.000662,0.038897,0.000714,0.009448,horn
0.111523,0.039111,3.110042,0.181697,0.170727,1.292231,0.007961,0.185739,-28.168367,-3.379241,-2.602351,0.825920,1.674644,0.980446,0.186611,0.022993,0.105054,0.617111,0.365225,0.754337,0.865066,0.045691,0.000687,0.033385,0.000425,0.011734,0.008068,0.000433,0.009531,0.025992,0.005635,0.037505,0.000848,0.020552,0.017324,0.009520,0.092082,0.028854,0.034143,0.132352,0.006591,0.026742,0.598428,0.358301,0.271536,0.294549,0.301653,0.278940,0.251590,0.260219,0.257802,0.263812,0.220764,0.232052,0.231072,0.008986,0.000548,0.012259,0.000448,0.004372,0.004134,0.000312,0.004847,0.008771,0.003562,0.018137,0.000588,0.003219,horn
0.111523,0.039111,3.110042,0.181697,0.170727,1.292231,0.007961,0.185739,-28.168367,-3.379241,-2.602351,0.825920,1.674644,0.980446,0.186611,0.022993,0.105054,0.617111,0.365225,0.754337,0.865066,0.045691,0.000687,0.033385,0.000425,0.011734,0.008068,0.000433,0.009531,0.025992,0.005635,0.037505,0.000848,0.020552,0.017324,0.009520,0.092082,0.028854,0.034143,0.132352,0.006591,0.026742,0.598428,0.358301,0.271536,0.294549,0.301653,0.278940,0.251590,0.260219,0.257802,0.263812,0.220764,0.232052,0.231072,0.008986,0.000548,0.012259,0.000448,0.004372,0.004134,0.000312,0.004847,0.008771,0.003562,0.018137,0.000588,0.003219,horn
0.017461,0.048906,2.792488,0.134074,0.207665,0.167345,0.071278,0.028848,-29.941193,-1.202846,-1.419250,0.685176,1.099097,1.197473,0.541257,0.178032,0.046744,0.300448,0.770993,0.966046,0.682549,0.000879,0.000150,0.005050,0.000128,0.000490,0.014908,0.000069,0.000327,0.001945,0.000297,0.186495,0.000188,0.051511,0.013976,0.025904,0.213855,0.041594,0.038987,0.118281,0.057300,0.022379,1.011751,0.392602,0.269652,0.240652,0.259770,0.260991,0.237175,0.232097,0.246899,0.227832,0.212341,0.224685,0.224363,0.000884,0.000150,0.004760,0.000132,0.000480,0.013036,0.000068,0.000327,0.001975,0.000312,0.023317,0.000191,0.005950,horn
0.017461,0.048906,2.792488,0.134074,0.207665,0.167345,0.071278,0.028848,-29.941193,-1.202846,-1.419250,0.685176,1.099097,1.197473,0.541257,0.178032,0.046744,0.300448,0.770993,0.966046,0.682549,0.000879,0.000150,0.005050,0.000128,0.000490,0.014908,0.000069,0.000327,0.001945,0.000297,0.186495,0.000188,0.051511,0.013976,0.025904,0.213855,0.041594,0.038987,0.118281,0.057300,0.022379,1.011751,0.392602,0.269652,0.240652,0.259770,0.260991,0.237175,0.232097,0.246899,0.227832,0.212341,0.224685,0.224363,0.000884,0.000150,0.004760,0.000132,0.000480,0.013036,0.000068,0.000327,0.001975,0.000312,0.023317,0.000191,0.005950,horn
0.041186,0.065435,2.958333,0.118839,0.158104,0.284464,0.008315,0.049427,-28.734882,-1.926297,-1.756199,0.304838,0.893172,0.616906,-0.382468,-0.186558,-0.252790,0.326716,0.483023,1.245760,0.897059,0.002842,0.000281,0.010945,0.000153,0.000792,0.015860,0.000496,0.000943,0.002296,0.000344,0.141287,0.000370,0.039035,0.011527,0.014032,0.113273,0.021386,0.031534,0.086130,0.005017,0.015641,0.393578,0.273503,0.312327,0.286735,0.279895,0.289249,0.269248,0.269383,0.275018,0.273390,0.254530,0.246174,0.248397,0.002071,0.000235,0.005992,0.000155,0.000626,0.008443,0.000386,0.000792,0.001534,0.000276,0.012019,0.000313,0.002914,horn
0.041186,0.065435,2.958333,0.118839,0.158104,0.284464,0.008315,0.049427,-28.734882,-1.926297,-1.756199,0.304838,0.893172,0.616906,-0.382468,-0.186558,-0.252790,0.326716,0.483023,1.245760,0.897059,0.002842,0.000281,0.010945,0.000153,0.000792,0.015860,0.000496,0.000943,0.002296,0.000344,0.141287,0.000370,0.039035,0.011527,0.014032,0.113273,0.021386,0.031534,0.086130,0.005017,0.015641,0.393578,0.273503,0.312327,0.286735,0.279895,0.289249,0.269248,0.269383,0.275018,0.273390,0.254530,0.246174,0.248397,0.002071,0.000235,0.005992,0.000155,0.000626,0.008443,0.000386,0.000792,0.001534,0.000276,0.012019,0.000313,0.002914,horn
0.034536,0.080116,2.761775,0.149571,0.204540,0.362882,0.041211,0.050487,-28.894116,-1.786070,-0.950982,0.801089,1.233691,1.122315,0.445428,0.146703,-0.042829,0.375909,0.732571,0.963577,0.739442,0.002906,0.000276,0.003620,0.000207,0.001897,0.026924,0.000222,0.000797,0.001689,0.000555,0.170916,0.000283,0.048150,0.021251,0.040994,0.229045,0.034907,0.033783,0.187914,0.032088,0.029538,1.031865,0.308936,0.373219,0.308338,0.267787,0.287216,0.261111,0.284222,0.258522,0.266947,0.232672,0.271532,0.231868,0.002297,0.000359,0.003500,0.000229,0.001776,0.022624,0.000281,0.000687,0.001419,0.000564,0.041413,0.000285,0.009345,horn
0.034536,0.080116,2.761775,0.149571,0.204540,0.362882,0.041211,0.050487,-28.894116,-1.786070,-0.950982,0.801089,1.233691,1.122315,0.445428,0.146703,-0.042829,0.375909,0.732571,0.963577,0.739442,0.002906,0.000276,0.003620,0.000207,0.001897,0.026924,0.000222,0.000797,0.001689,0.000555,0.170916,0.000283,0.048150,0.021251,0.040994,0.229045,0.034907,0.033783,0.187914,0.032088,0.029538,1.031865,0.308936,0.373219,0.308338,0.267787,0.287216,0.261111,0.284222,0.258522,0.266947,0.232672,0.271532,0.231868,0.002297,0.000359,0.003500,0.000229,0.001776,0.022624,0.000281,0.000687,0.001419,0.000564,0.041413,0.000285,0.009345,horn
0.029885,0.020890,2.779277,0.140144,0.201956,0.270665,0.056406,0.035988,-30.659779,-1.481800,-1.137038,0.593137,1.087534,0.996455,0.498955,0.047637,-0.044296,0.321888,0.778420,1.016934,0.604805,0.001136,0.000206,0.004753,0.000194,0.001114,0.016875,0.000183,0.000716,0.002912,0.000423,0.175964,0.000646,0.048704,0.020553,0.013752,0.223494,0.036634,0.033910,0.180583,0.047860,0.029308,0.840867,0.302916,0.348519,0.290071,0.283929,0.272867,0.274853,0.258625,0.261672,0.252793,0.244276,0.255263,0.243796,0.001241,0.000232,0.005041,0.000232,0.001284,0.014695,0.000256,0.000775,0.003025,0.000467,0.027943,0.000682,0.007051,horn
0.029885,0.020890,2.779277,0.140144,0.201956,0.270665,0.056406,0.035988,-30.659779,-1.481800,-1.137038,0.593137,1.087534,0.996455,0.498955,0.047637,-0.044296,0.321888,0.778420,1.016934,0.604805,0.001136,0.000206,0.004753,0.000194,0.001114,0.016875,0.000183,0.000716,0.002912,0.000423,0.175964,0.000646,0.048704,0.020553,0.013752,0.223494,0.036634,0.033910,0.180583,0.047860,0.029308,0.840867,0.302916,0.348519,0.290071,0.283929,0.272867,0.274853,0.258625,0.261672,0.252793,0.244276,0.255263,0.243796,0.001241,0.000232,0.005041,0.000232,0.001284,0.014695,0.000256,0.000775,0.003025,0.000467,0.027943,0.000682,0.007051,horn
0.073952,0.008522,3.068645,0.125870,0.148215,0.725184,0.009959,0.115413,-30.716359,-2.669116,-1.740950,0.408996,1.043000,0.755453,0.362088,-0.187262,0.093375,0.315100,0.593076,0.779879,0.567664,0.015737,0.003482,0.016739,0.002580,0.007734,0.020063,0.004102,0.007665,0.011689,0.009026,0.063109,0.005345,0.020201,0.012189,0.002379,0.107244,0.021203,0.032852,0.110365,0.005188,0.015078,0.418640,0.277700,0.312772,0.292513,0.288952,0.289711,0.277183,0.267180,0.274669,0.264752,0.264963,0.267950,0.277052,0.010057,0.002404,0.009281,0.001694,0.004958,0.011142,0.002576,0.004943,0.007568,0.005028,0.022312,0.003388,0.004639,horn
0.073952,0.008522,3.068645,0.125870,0.148215,0.725184,0.009959,0.115413,-30.716359,-2.669116,-1.740950,0.408996,1.043000,0.755453,0.362088,-0.187262,0.093375,0.315100,0.593076,0.779879,0.567664,0.015737,0.003482,0.016739,0.002580,0.007734,0.020063,0.004102,0.007665,0.011689,0.009026,0.063109,0.005345,0.020201,0.012189,0.002379,0.107244,0.021203,0.032852,0.110365,0.005188,0.015078,0.418640,0.277700,0.312772,0.292513,0.288952,0.289711,0.277183,0.267180,0.274669,0.264752,0.264963,0.267950,0.277052,0.010057,0.002404,0.009281,0.001694,0.004958,0.011142,0.002576,0.004943,0.007568,0.005028,0.022312,0.003388,0.004639,horn
0.053047,0.046714,3.139322,0.114605,0.143710,0.506100,0.009108,0.090337,-29.501261,-3.222560,-2.421058,0.221571,1.137460,1.413469,0.405033,-0.383337,-0.200250,0.258901,0.718308,0.885962,0.572618,0.035889,0.003313,0.009011,0.000855,0.002730,0.008305,0.000763,0.012406,0.055376,0.001313,0.050161,0.003831,0.027680,0.010993,0.008770,0.069064,0.024563,0.036867,0.122122,0.008395,0.019714,1.231971,0.373544,0.335877,0.274805,0.290411,0.315166,0.250189,0.296716,0.239948,0.283005,0.244781,0.268089,0.277867,0.020779,0.001870,0.004995,0.000656,0.002240,0.004057,0.000621,0.006294,0.014051,0.001044,0.019823,0.003005,0.005092,horn
0.053047,0.046714,3.139322,0.114605,0.143710,0.506100,0.009108,0.090337,-29.501261,-3.222560,-2.421058,0.221571,1.137460,1.413469,0.405033,-0.383337,-0.200250,0.258901,0.718308,0.885962,0.572618,0.035889,0.003313,0.009011,0.000855,0.002730,0.008305,0.000763,0.012406,0.055376,0.001313,0.050161,0.003831,0.027680,0.010993,0.008770,0.069064,0.024563,0.036867,0.122122,0.008395,0.019714,1.231971,0.373544,0.335877,0.274805,0.290411,0.315166,0.250189,0.296716,0.239948,0.283005,0.244781,0.268089,0.277867,0.020779,0.001870,0.004995,0.000656,0.002240,0.004057,0.000621,0.006294,0.014051,0.001044,0.019823,0.003005,0.005092,horn
0.052747,0.047808,3.143422,0.111255,0.138949,0.502166,0.009642,0.089324,-30.211864,-3.147407,-2.359600,0.208583,1.126050,1.362507,0.400320,-0.371053,-0.198560,0.248865,0.674907,0.845984,0.538858,0.034790,0.003170,0.008755,0.000828,0.002656,0.008067,0.000747,0.012478,0.053492,0.001138,0.054114,0.003798,0.028280,0.010921,0.009106,0.068173,0.026203,0.038528,0.117799,0.013788,0.018942,1.203305,0.363529,0.335668,0.267121,0.275834,0.294169,0.254666,0.293938,0.213646,0.248406,0.247095,0.257183,0.258836,0.020354,0.001663,0.004968,0.000708,0.002306,0.004042,0.000550,0.006238,0.013547,0.000933,0.019041,0.002760,0.004955,horn
0.052747,0.047808,3.143422,0.111255,0.138949,0.502166,0.009642,0.089324,-30.211864,-3.147407,-2.359600,0.208583,1.126050,1.362507,0.400320,-0.371053,-0.198560,0.248865,0.674907,0.845984,0.538858,0.034790,0.003170,0.008755,0.000828,0.002656,0.008067,0.000747,0.012478,0.053492,0.001138,0.054114,0.003798,0.028280,0.010921,0.009106,0.068173,0.026203,0.038528,0.117799,0.013788,0.018942,1.203305,0.363529,0.335668,0.267121,0.275834,0.294169,0.254666,0.293938,0.213646,0.248406,0.247095,0.257183,0.258836,0.020354,0.001663,0.004968,0.000708,0.002306,0.004042,0.000550,0.006238,0.013547,0.000933,0.019041,0.002760,0.004955,horn
0.039983,0.051602,3.091874,0.101249,0.143385,0.358638,0.007446,0.059874,-29.547535,-1.812816,-1.835484,0.263953,1.187989,0.550073,0.052666,-0.347850,-0.323639,0.208751,0.940201,1.264936,0.788434,0.003254,0.001137,0.007223,0.000631,0.002104,0.014095,0.000708,0.002151,0.007365,0.001911,0.124446,0.001681,0.034642,0.006627,0.011933,0.089067,0.016826,0.029336,0.058763,0.003353,0.010643,0.314589,0.271744,0.299909,0.279792,0.285779,0.265732,0.262839,0.271971,0.266586,0.275852,0.260974,0.254869,0.278517,0.002199,0.000812,0.003982,0.000485,0.001605,0.007939,0.000531,0.001491,0.004562,0.001320,0.012774,0.001183,0.003091,horn
0.039983,0.051602,3.091874,0.101249,0.143385,0.358638,0.007446,0.059874,-29.547535,-1.812816,-1.835484,0.263953,1.187989,0.550073,0.052666,-0.347850,-0.323639,0.208751,0.940201,1.264936,0.788434,0.003254,0.001137,0.007223,0.000631,0.002104,0.014095,0.000708,0.002151,0.007365,0.001911,0.124446,0.001681,0.034642,0.006627,0.011933,0.089067,0.016826,0.029336,0.058763,0.003353,0.010643,0.314589,0.271744,0.299909,0.279792,0.285779,0.265732,0.262839,0.271971,0.266586,0.275852,0.260974,0.254869,0.278517,0.002199,0.000812,0.003982,0.000485,0.001605,0.007939,0.000531,0.001491,0.004562,0.001320,0.012774,0.001183,0.003091,horn
0.019227,0.075457,3.096498,0.116929,0.191015,0.084915,0.010544,0.033028,-28.831072,-1.086629,-2.715355,-0.252743,0.872163,0.734133,0.231011,-0.169806,-0.237886,0.408480,1.002188,0.724952,0.294329,0.006313,0.000151,0.071138,0.000111,0.001225,0.024372,0.000073,0.000569,0.019400,0.000282,0.054706,0.000209,0.027261,0.002119,0.012687,0.062888,0.039745,0.046518,0.061769,0.006437,0.003776,0.658783,0.674180,0.252898,0.312080,0.226523,0.188620,0.226848,0.149617,0.225943,0.172424,0.222548,0.178389,0.165762,0.004442,0.000131,0.011684,0.000093,0.001011,0.006573,0.000065,0.000452,0.007977,0.000233,0.014100,0.000164,0.001799,horn
0.019227,0.075457,3.096498,0.116929,0.191015,0.084915,0.010544,0.033028,-28.831072,-1.086629,-2.715355,-0.252743,0.872163,0.734133,0.231011,-0.169806,-0.237886,0.408480,1.002188,0.724952,0.294329,0.006313,0.000151,0.071138,0.000111,0.001225,0.024372,0.000073,0.000569,0.019400,0.000282,0.054706,0.000209,0.027261,0.002119,0.012687,0.062888,0.039745,0.046518,0.061769,0.006437,0.003776,0.658783,0.674180,0.252898,0.312080,0.226523,0.188620,0.226848,0.149617,0.225943,0.172424,0.222548,0.178389,0.165762,0.004442,0.000131,0.011684,0.000093,0.001011,0.006573,0.000065,0.000452,0.007977,0.000233,0.014100,0.000164,0.001799,horn
0.020896,0.049956,2.974757,0.109856,0.180489,0.122426,0.017347,0.030155,-29.978747,-1.249045,-1.819437,0.211236,0.815636,0.842762,0.364036,0.007076,0.011735,0.342822,0.690490,0.822500,0.425072,0.003867,0.000320,0.063383,0.000233,0.001575,0.031969,0.000185,0.001024,0.005743,0.000723,0.075129,0.000664,0.032273,0.005896,0.017189,0.155250,0.034782,0.045175,0.078266,0.010709,0.010317,0.688209,0.432588,0.327440,0.319180,0.291147,0.269922,0.275498,0.269955,0.266098,0.256290,0.266946,0.257749,0.260813,0.003574,0.000318,0.017440,0.000257,0.001456,0.017564,0.000215,0.001085,0.005764,0.000734,0.031974,0.000705,0.005485,horn
0.020896,0.049956,2.974757,0.109856,0.180489,0.122426,0.017347,0.030155,-29.978747,-1.249045,-1.819437,0.211236,0.815636,0.842762,0.364036,0.007076,0.011735,0.342822,0.690490,0.822500,0.425072,0.003867,0.000320,0.063383,0.000233,0.001575,0.031969,0.000185,0.001024,0.005743,0.000723,0.075129,0.000664,0.032273,0.005896,0.017189,0.155250,0.034782,0.045175,0.078266,0.010709,0.010317,0.688209,0.432588,0.327440,0.319180,0.291147,0.269922,0.275498,0.269955,0.266098,0.256290,0.266946,0.257749,0.260813,0.003574,0.000318,0.017440,0.000257,0.001456,0.017564,0.000215,0.001085,0.005764,0.000734,0.031974,0.000705,0.005485,horn
0.029506,0.073345,3.022730,0.102268,0.169038,0.060824,0.009736,0.038574,-29.476596,-1.350711,-3.182316,0.082217,1.400453,0.676878,-0.235069,-0.313143,-0.200074,0.047021,0.633537,1.132002,0.847740,0.037833,0.000115,0.038099,0.000092,0.004086,0.015751,0.000063,0.000834,0.022191,0.000316,0.067475,0.000182,0.029051,0.004377,0.015615,0.089520,0.034320,0.044220,0.049435,0.005775,0.002685,0.544787,0.552166,0.347024,0.321503,0.249194,0.206395,0.194481,0.175854,0.180393,0.168410,0.168765,0.179347,0.184806,0.012407,0.000104,0.010767,0.000083,0.002264,0.006568,0.000061,0.000640,0.009793,0.000242,0.016463,0.000157,0.003161,horn
0.029506,0.073345,3.022730,0.102268,0.169038,0.060824,0.009736,0.038574,-29.476596,-1.350711,-3.182316,0.082217,1.400453,0.676878,-0.235069,-0.313143,-0.200074,0.047021,0.633537,1.132002,0.847740,0.037833,0.000115,0.038099,0.000092,0.004086,0.015751,0.000063,0.000834,0.022191,0.000316,0.067475,0.000182,0.029051,0.004377,0.015615,0.089520,0.034320,0.044220,0.049435,0.005775,0.002685,0.544787,0.552166,0.347024,0.321503,0.249194,0.206395,0.194481,0.175854,0.180393,0.168410,0.168765,0.179347,0.184806,0.012407,0.000104,0.010767,0.000083,0.002264,0.006568,0.000061,0.000640,0.009793,0.000242,0.016463,0.000157,0.003161,horn
0.029812,0.040377,2.732073,0.132595,0.193377,0.252918,0.047201,0.039854,-29.399378,-1.449341,-1.452675,0.719678,1.285532,1.153420,0.554603,0.134274,-0.060200,0.297429,0.770015,0.994813,0.679630,0.001935,0.000271,0.005496,0.000187,0.001116,0.023991,0.000143,0.001174,0.003320,0.000458,0.173243,0.000479,0.048349,0.016529,0.023927,0.231176,0.035986,0.038421,0.152147,0.037788,0.025937,0.649141,0.299779,0.300085,0.287935,0.280870,0.278896,0.273350,0.265832,0.275714,0.265765,0.262950,0.270142,0.270749,0.001944,0.000312,0.005263,0.000204,0.001127,0.020283,0.000169,0.001187,0.003342,0.000494,0.037491,0.000515,0.008838,horn
0.029812,0.040377,2.732073,0.132595,0.193377,0.252918,0.047201,0.039854,-29.399378,-1.449341,-1.452675,0.719678,1.285532,1.153420,0.554603,0.134274,-0.060200,0.297429,0.770015,0.994813,0.679630,0.001935,0.000271,0.005496,0.000187,0.001116,0.023991,0.000143,0.001174,0.003320,0.000458,0.173243,0.000479,0.048349,0.016529,0.023927,0.231176,0.035986,0.038421,0.152147,0.037788,0.025937,0.649141,0.299779,0.300085,0.287935,0.280870,0.278896,0.273350,0.265832,0.275714,0.265765,0.262950,0.270142,0.270749,0.001944,0.000312,0.005263,0.000204,0.001127,0.020283,0.000169,0.001187,0.003342,0.000494,0.037491,0.000515,0.008838,horn
