@RELATION modelSVM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {horn,motorbike,traffic,silent}

@DATA
0.069552,0.008147,3.100615,0.129999,0.157951,0.671068,0.011230,0.108008,-29.981443,-2.984918,-1.493153,0.576476,0.997746,0.998785,0.447237,0.166982,-0.107053,0.269088,0.659426,0.872505,0.631246,0.009792,0.004061,0.015442,0.003385,0.008293,0.023380,0.002196,0.007772,0.013011,0.006871,0.075892,0.003912,0.022919,0.012462,0.003398,0.098391,0.020089,0.029655,0.144696,0.005801,0.016542,0.373106,0.309297,0.320068,0.302781,0.302332,0.295790,0.300505,0.288107,0.300742,0.281935,0.276640,0.281709,0.279500,0.007057,0.003648,0.009054,0.003254,0.006415,0.012767,0.002263,0.006094,0.009013,0.005380,0.029553,0.003413,0.006570,horn
0.069552,0.008147,3.100615,0.129999,0.157951,0.671068,0.011230,0.108008,-29.981443,-2.984918,-1.493153,0.576476,0.997746,0.998785,0.447237,0.166982,-0.107053,0.269088,0.659426,0.872505,0.631246,0.009792,0.004061,0.015442,0.003385,0.008293,0.023380,0.002196,0.007772,0.013011,0.006871,0.075892,0.003912,0.022919,0.012462,0.003398,0.098391,0.020089,0.029655,0.144696,0.005801,0.016542,0.373106,0.309297,0.320068,0.302781,0.302332,0.295790,0.300505,0.288107,0.300742,0.281935,0.276640,0.281709,0.279500,0.007057,0.003648,0.009054,0.003254,0.006415,0.012767,0.002263,0.006094,0.009013,0.005380,0.029553,0.003413,0.006570,horn
0.035811,0.052420,3.063970,0.113211,0.164503,0.263332,0.011126,0.053332,-28.679563,-2.181462,-2.375986,0.009788,0.848194,0.738735,0.084233,-0.246826,-0.386017,0.213558,0.906613,1.113458,0.696799,0.006228,0.000623,0.025511,0.000511,0.007659,0.021516,0.000340,0.003081,0.029257,0.001267,0.078559,0.002104,0.026558,0.008573,0.019040,0.111813,0.027688,0.040004,0.089336,0.005042,0.013298,0.433293,0.335020,0.337791,0.319390,0.313300,0.279732,0.292443,0.271469,0.258108,0.252470,0.244465,0.243446,0.240316,0.004871,0.000539,0.015813,0.000432,0.005777,0.012560,0.000323,0.002546,0.018916,0.000942,0.023914,0.001967,0.004115,horn
0.035811,0.052420,3.063970,0.113211,0.164503,0.263332,0.011126,0.053332,-28.679563,-2.181462,-2.375986,0.009788,0.848194,0.738735,0.084233,-0.246826,-0.386017,0.213558,0.906613,1.113458,0.696799,0.006228,0.000623,0.025511,0.000511,0.007659,0.021516,0.000340,0.003081,0.029257,0.001267,0.078559,0.002104,0.026558,0.008573,0.019040,0.111813,0.027688,0.040004,0.089336,0.005042,0.013298,0.433293,0.335020,0.337791,0.319390,0.313300,0.279732,0.292443,0.271469,0.258108,0.252470,0.244465,0.243446,0.240316,0.004871,0.000539,0.015813,0.000432,0.005777,0.012560,0.000323,0.002546,0.018916,0.000942,0.023914,0.001967,0.004115,horn
0.101954,0.025701,2.979438,0.167255,0.187925,0.800918,0.017184,0.154107,-29.267423,-2.409479,-1.031298,0.503369,1.367083,1.006477,0.612522,0.086902,-0.049894,0.270418,0.734247,0.938872,0.601222,0.003757,0.001228,0.006532,0.000790,0.002395,0.020809,0.000742,0.002561,0.005788,0.002264,0.128994,0.002381,0.036002,0.035249,0.012025,0.162422,0.023623,0.023116,0.244322,0.012359,0.052834,0.429724,0.287447,0.315070,0.290681,0.288282,0.285155,0.286822,0.277424,0.283030,0.278388,0.266247,0.274197,0.275291,0.003017,0.001044,0.004733,0.000668,0.002126,0.015250,0.000726,0.002252,0.004623,0.001925,0.039549,0.001995,0.009828,horn
0.101954,0.025701,2.979438,0.167255,0.187925,0.800918,0.017184,0.154107,-29.267423,-2.409479,-1.031298,0.503369,1.367083,1.006477,0.612522,0.086902,-0.049894,0.270418,0.734247,0.938872,0.601222,0.003757,0.001228,0.006532,0.000790,0.002395,0.020809,0.000742,0.002561,0.005788,0.002264,0.128994,0.002381,0.036002,0.035249,0.012025,0.162422,0.023623,0.023116,0.244322,0.012359,0.052834,0.429724,0.287447,0.315070,0.290681,0.288282,0.285155,0.286822,0.277424,0.283030,0.278388,0.266247,0.274197,0.275291,0.003017,0.001044,0.004733,0.000668,0.002126,0.015250,0.000726,0.002252,0.004623,0.001925,0.039549,0.001995,0.009828,horn
0.061935,0.011579,3.046403,0.122979,0.152652,0.567421,0.009956,0.105052,-29.476068,-2.483265,-1.645904,0.167751,1.073874,0.621471,0.368124,-0.093475,-0.032802,0.245215,0.654157,0.899555,0.464734,0.011353,0.001996,0.034234,0.001089,0.005796,0.029735,0.001210,0.005861,0.012521,0.003432,0.059342,0.003150,0.020699,0.013720,0.006457,0.126295,0.023921,0.034863,0.135688,0.004096,0.019950,0.354351,0.282983,0.325715,0.308553,0.295567,0.280966,0.309592,0.282851,0.281280,0.288900,0.265227,0.269802,0.286211,0.007427,0.001493,0.018632,0.000966,0.004681,0.015746,0.001164,0.003803,0.008395,0.002838,0.022086,0.002336,0.004091,horn
0.061935,0.011579,3.046403,0.122979,0.152652,0.567421,0.009956,0.105052,-29.476068,-2.483265,-1.645904,0.167751,1.073874,0.621471,0.368124,-0.093475,-0.032802,0.245215,0.654157,0.899555,0.464734,0.011353,0.001996,0.034234,0.001089,0.005796,0.029735,0.001210,0.005861,0.012521,0.003432,0.059342,0.003150,0.020699,0.013720,0.006457,0.126295,0.023921,0.034863,0.135688,0.004096,0.019950,0.354351,0.282983,0.325715,0.308553,0.295567,0.280966,0.309592,0.282851,0.281280,0.288900,0.265227,0.269802,0.286211,0.007427,0.001493,0.018632,0.000966,0.004681,0.015746,0.001164,0.003803,0.008395,0.002838,0.022086,0.002336,0.004091,horn
0.054877,0.006127,3.007125,0.123910,0.161319,0.470024,0.014359,0.082277,-31.203608,-2.319878,-1.755269,0.614152,0.972021,0.886052,0.435094,0.150036,-0.020325,0.152067,0.671596,0.850898,0.611581,0.010044,0.001725,0.012742,0.002409,0.009098,0.024541,0.001136,0.006100,0.009001,0.002925,0.106988,0.002277,0.030781,0.016804,0.002605,0.155540,0.023682,0.032836,0.162981,0.010082,0.028052,0.669464,0.318465,0.334850,0.300518,0.284935,0.293502,0.288080,0.271931,0.284243,0.272102,0.267394,0.280362,0.271362,0.007010,0.001495,0.008732,0.001957,0.007463,0.014804,0.000968,0.004914,0.007086,0.002380,0.035887,0.001987,0.008553,horn
0.054877,0.006127,3.007125,0.123910,0.161319,0.470024,0.014359,0.082277,-31.203608,-2.319878,-1.755269,0.614152,0.972021,0.886052,0.435094,0.150036,-0.020325,0.152067,0.671596,0.850898,0.611581,0.010044,0.001725,0.012742,0.002409,0.009098,0.024541,0.001136,0.006100,0.009001,0.002925,0.106988,0.002277,0.030781,0.016804,0.002605,0.155540,0.023682,0.032836,0.162981,0.010082,0.028052,0.669464,0.318465,0.334850,0.300518,0.284935,0.293502,0.288080,0.271931,0.284243,0.272102,0.267394,0.280362,0.271362,0.007010,0.001495,0.008732,0.001957,0.007463,0.014804,0.000968,0.004914,0.007086,0.002380,0.035887,0.001987,0.008553,horn
0.058176,0.007669,2.897626,0.126373,0.153387,0.677021,0.014748,0.108040,-30.928947,-1.869709,-1.310582,0.224602,1.151956,0.881251,0.498145,0.059701,-0.065745,0.186349,0.699350,0.855606,0.552939,0.004945,0.001823,0.015910,0.001548,0.003594,0.035058,0.001194,0.002353,0.008762,0.001474,0.099912,0.001806,0.029339,0.023530,0.005264,0.194367,0.029496,0.034855,0.355504,0.012209,0.055532,0.915938,0.430195,0.346952,0.323074,0.297442,0.310052,0.283193,0.278579,0.273769,0.263394,0.254389,0.285417,0.283631,0.003913,0.001971,0.010804,0.001628,0.002732,0.019571,0.001217,0.001782,0.007137,0.001205,0.037309,0.001694,0.008717,motorbike
0.058176,0.007669,2.897626,0.126373,0.153387,0.677021,0.014748,0.108040,-30.928947,-1.869709,-1.310582,0.224602,1.151956,0.881251,0.498145,0.059701,-0.065745,0.186349,0.699350,0.855606,0.552939,0.004945,0.001823,0.015910,0.001548,0.003594,0.035058,0.001194,0.002353,0.008762,0.001474,0.099912,0.001806,0.029339,0.023530,0.005264,0.194367,0.029496,0.034855,0.355504,0.012209,0.055532,0.915938,0.430195,0.346952,0.323074,0.297442,0.310052,0.283193,0.278579,0.273769,0.263394,0.254389,0.285417,0.283631,0.003913,0.001971,0.010804,0.001628,0.002732,0.019571,0.001217,0.001782,0.007137,0.001205,0.037309,0.001694,0.008717,motorbike
0.062943,0.039397,2.861699,0.163794,0.197057,0.626387,0.025362,0.105016,-28.930217,-2.039622,-1.345076,0.667294,1.368107,1.057808,0.556745,0.072057,-0.002072,0.285275,0.720449,1.058418,0.614980,0.003620,0.000827,0.007717,0.000545,0.002788,0.026565,0.000540,0.002038,0.005028,0.002072,0.151924,0.001106,0.042504,0.022871,0.015313,0.178665,0.026755,0.026966,0.203695,0.016124,0.037967,0.515043,0.265818,0.305027,0.278594,0.282586,0.281126,0.286428,0.274496,0.272035,0.265761,0.264918,0.262286,0.272251,0.003036,0.000705,0.005726,0.000483,0.002435,0.017504,0.000500,0.001638,0.003855,0.001587,0.035261,0.000912,0.008350,motorbike
0.062943,0.039397,2.861699,0.163794,0.197057,0.626387,0.025362,0.105016,-28.930217,-2.039622,-1.345076,0.667294,1.368107,1.057808,0.556745,0.072057,-0.002072,0.285275,0.720449,1.058418,0.614980,0.003620,0.000827,0.007717,0.000545,0.002788,0.026565,0.000540,0.002038,0.005028,0.002072,0.151924,0.001106,0.042504,0.022871,0.015313,0.178665,0.026755,0.026966,0.203695,0.016124,0.037967,0.515043,0.265818,0.305027,0.278594,0.282586,0.281126,0.286428,0.274496,0.272035,0.265761,0.264918,0.262286,0.272251,0.003036,0.000705,0.005726,0.000483,0.002435,0.017504,0.000500,0.001638,0.003855,0.001587,0.035261,0.000912,0.008350,motorbike
0.071413,0.039585,3.052898,0.137734,0.160760,0.726489,0.009302,0.119775,-27.833603,-2.868171,-1.788650,0.383420,1.190650,0.916186,0.353375,-0.103308,-0.000133,0.100948,0.672667,0.885294,0.684544,0.014361,0.003249,0.021962,0.002444,0.007751,0.035268,0.001191,0.004934,0.011845,0.005132,0.061313,0.003560,0.020568,0.016000,0.013238,0.122863,0.019457,0.025554,0.183266,0.005203,0.023191,0.643049,0.331209,0.327262,0.295708,0.310597,0.290971,0.281785,0.278099,0.278381,0.270601,0.279797,0.277895,0.276065,0.009710,0.002599,0.011797,0.002151,0.005642,0.017072,0.001139,0.003841,0.007843,0.003843,0.023604,0.002661,0.004758,motorbike
0.071413,0.039585,3.052898,0.137734,0.160760,0.726489,0.009302,0.119775,-27.833603,-2.868171,-1.788650,0.383420,1.190650,0.916186,0.353375,-0.103308,-0.000133,0.100948,0.672667,0.885294,0.684544,0.014361,0.003249,0.021962,0.002444,0.007751,0.035268,0.001191,0.004934,0.011845,0.005132,0.061313,0.003560,0.020568,0.016000,0.013238,0.122863,0.019457,0.025554,0.183266,0.005203,0.023191,0.643049,0.331209,0.327262,0.295708,0.310597,0.290971,0.281785,0.278099,0.278381,0.270601,0.279797,0.277895,0.276065,0.009710,0.002599,0.011797,0.002151,0.005642,0.017072,0.001139,0.003841,0.007843,0.003843,0.023604,0.002661,0.004758,motorbike
0.048193,0.030427,2.941497,0.125711,0.167053,0.423316,0.016520,0.074804,-29.027859,-2.309419,-1.565839,0.719655,1.301082,1.051093,0.247008,0.218670,0.167694,-0.002388,0.777017,0.986888,0.702328,0.004701,0.002206,0.022191,0.001972,0.006227,0.023646,0.000432,0.001703,0.004729,0.001323,0.124412,0.001851,0.035196,0.015812,0.011545,0.177923,0.024730,0.032131,0.151801,0.011650,0.030870,0.746270,0.320245,0.315116,0.283370,0.287995,0.281332,0.280350,0.273881,0.288848,0.276288,0.257835,0.265706,0.266899,0.003443,0.001635,0.013193,0.001470,0.004353,0.015630,0.000397,0.001500,0.003734,0.001082,0.038678,0.001494,0.008997,motorbike
0.048193,0.030427,2.941497,0.125711,0.167053,0.423316,0.016520,0.074804,-29.027859,-2.309419,-1.565839,0.719655,1.301082,1.051093,0.247008,0.218670,0.167694,-0.002388,0.777017,0.986888,0.702328,0.004701,0.002206,0.022191,0.001972,0.006227,0.023646,0.000432,0.001703,0.004729,0.001323,0.124412,0.001851,0.035196,0.015812,0.011545,0.177923,0.024730,0.032131,0.151801,0.011650,0.030870,0.746270,0.320245,0.315116,0.283370,0.287995,0.281332,0.280350,0.273881,0.288848,0.276288,0.257835,0.265706,0.266899,0.003443,0.001635,0.013193,0.001470,0.004353,0.015630,0.000397,0.001500,0.003734,0.001082,0.038678,0.001494,0.008997,motorbike
0.039462,0.014807,2.848275,0.116523,0.167930,0.354069,0.016220,0.059669,-30.075178,-1.746709,-1.311091,0.212933,0.928108,0.859198,0.382864,0.002621,-0.100166,0.187739,0.674391,0.885765,0.520233,0.004546,0.001021,0.025426,0.000803,0.002868,0.048492,0.000653,0.002002,0.008719,0.001509,0.085673,0.001384,0.028660,0.012560,0.010126,0.218604,0.027224,0.037435,0.135021,0.008339,0.024498,0.483509,0.333292,0.332170,0.300063,0.289427,0.295843,0.286293,0.275260,0.270975,0.270987,0.274077,0.271408,0.274895,0.003834,0.000905,0.016638,0.000766,0.002476,0.023870,0.000669,0.001626,0.006690,0.001246,0.030634,0.001165,0.005603,motorbike
0.039462,0.014807,2.848275,0.116523,0.167930,0.354069,0.016220,0.059669,-30.075178,-1.746709,-1.311091,0.212933,0.928108,0.859198,0.382864,0.002621,-0.100166,0.187739,0.674391,0.885765,0.520233,0.004546,0.001021,0.025426,0.000803,0.002868,0.048492,0.000653,0.002002,0.008719,0.001509,0.085673,0.001384,0.028660,0.012560,0.010126,0.218604,0.027224,0.037435,0.135021,0.008339,0.024498,0.483509,0.333292,0.332170,0.300063,0.289427,0.295843,0.286293,0.275260,0.270975,0.270987,0.274077,0.271408,0.274895,0.003834,0.000905,0.016638,0.000766,0.002476,0.023870,0.000669,0.001626,0.006690,0.001246,0.030634,0.001165,0.005603,motorbike
0.046114,0.032806,2.937922,0.127896,0.181186,0.293752,0.020976,0.067388,-28.555256,-2.294734,-1.698297,1.062243,0.885506,1.224362,0.539630,-0.008902,0.131460,0.253659,0.874960,0.915718,0.676217,0.005623,0.002861,0.011642,0.001704,0.003626,0.018772,0.000328,0.002952,0.006923,0.005098,0.135590,0.003180,0.037399,0.015814,0.014524,0.162935,0.024358,0.028551,0.125339,0.014293,0.022741,0.385522,0.297171,0.328597,0.302432,0.301595,0.289940,0.293089,0.278051,0.289232,0.286698,0.271053,0.279250,0.287218,0.004369,0.002796,0.008467,0.001674,0.003187,0.013297,0.000357,0.002786,0.005623,0.004598,0.037459,0.002866,0.009420,traffic
0.046114,0.032806,2.937922,0.127896,0.181186,0.293752,0.020976,0.067388,-28.555256,-2.294734,-1.698297,1.062243,0.885506,1.224362,0.539630,-0.008902,0.131460,0.253659,0.874960,0.915718,0.676217,0.005623,0.002861,0.011642,0.001704,0.003626,0.018772,0.000328,0.002952,0.006923,0.005098,0.135590,0.003180,0.037399,0.015814,0.014524,0.162935,0.024358,0.028551,0.125339,0.014293,0.022741,0.385522,0.297171,0.328597,0.302432,0.301595,0.289940,0.293089,0.278051,0.289232,0.286698,0.271053,0.279250,0.287218,0.004369,0.002796,0.008467,0.001674,0.003187,0.013297,0.000357,0.002786,0.005623,0.004598,0.037459,0.002866,0.009420,traffic
0.040640,0.007384,2.903324,0.125753,0.185500,0.276541,0.016874,0.054889,-30.718378,-1.627242,-1.690350,0.701544,0.966014,1.086887,0.510190,0.077878,0.045272,0.335106,0.640634,0.951596,0.558245,0.007425,0.000943,0.017642,0.000429,0.003340,0.028184,0.000655,0.002882,0.010289,0.001752,0.125211,0.001611,0.036426,0.014316,0.002965,0.165904,0.024560,0.027815,0.109698,0.010172,0.019510,0.396613,0.296164,0.325917,0.301647,0.292580,0.292997,0.288403,0.277345,0.285648,0.275708,0.271839,0.275240,0.276962,0.005285,0.000873,0.011290,0.000396,0.002945,0.017868,0.000598,0.002495,0.007527,0.001619,0.039162,0.001438,0.008884,traffic
0.040640,0.007384,2.903324,0.125753,0.185500,0.276541,0.016874,0.054889,-30.718378,-1.627242,-1.690350,0.701544,0.966014,1.086887,0.510190,0.077878,0.045272,0.335106,0.640634,0.951596,0.558245,0.007425,0.000943,0.017642,0.000429,0.003340,0.028184,0.000655,0.002882,0.010289,0.001752,0.125211,0.001611,0.036426,0.014316,0.002965,0.165904,0.024560,0.027815,0.109698,0.010172,0.019510,0.396613,0.296164,0.325917,0.301647,0.292580,0.292997,0.288403,0.277345,0.285648,0.275708,0.271839,0.275240,0.276962,0.005285,0.000873,0.011290,0.000396,0.002945,0.017868,0.000598,0.002495,0.007527,0.001619,0.039162,0.001438,0.008884,traffic
0.055480,0.014036,2.974041,0.137943,0.188311,0.317550,0.012908,0.078809,-29.712543,-1.795130,-1.988666,0.918405,0.962177,0.960755,0.334849,0.089024,0.029798,0.181512,0.666532,0.916961,0.602988,0.007195,0.001805,0.027579,0.000672,0.008670,0.036050,0.000377,0.003463,0.008234,0.003267,0.090772,0.001782,0.029745,0.015257,0.004687,0.145304,0.022393,0.025218,0.105118,0.006523,0.020434,0.370526,0.301939,0.328091,0.304584,0.294159,0.291998,0.295167,0.275533,0.280962,0.275165,0.268903,0.273085,0.277212,0.005473,0.001595,0.014699,0.000609,0.006476,0.018924,0.000330,0.003016,0.005958,0.002813,0.033339,0.001620,0.006613,traffic
0.055480,0.014036,2.974041,0.137943,0.188311,0.317550,0.012908,0.078809,-29.712543,-1.795130,-1.988666,0.918405,0.962177,0.960755,0.334849,0.089024,0.029798,0.181512,0.666532,0.916961,0.602988,0.007195,0.001805,0.027579,0.000672,0.008670,0.036050,0.000377,0.003463,0.008234,0.003267,0.090772,0.001782,0.029745,0.015257,0.004687,0.145304,0.022393,0.025218,0.105118,0.006523,0.020434,0.370526,0.301939,0.328091,0.304584,0.294159,0.291998,0.295167,0.275533,0.280962,0.275165,0.268903,0.273085,0.277212,0.005473,0.001595,0.014699,0.000609,0.006476,0.018924,0.000330,0.003016,0.005958,0.002813,0.033339,0.001620,0.006613,traffic
0.053083,0.009344,2.881577,0.157789,0.211237,0.363320,0.033846,0.060457,-31.218993,-1.689140,-1.149456,0.675432,0.881211,1.011367,0.526960,0.112562,0.116225,0.256255,0.726374,0.803630,0.596939,0.002369,0.001512,0.012357,0.000659,0.001245,0.017787,0.000246,0.001365,0.003887,0.001308,0.151124,0.001628,0.042776,0.025860,0.004502,0.180441,0.025985,0.021999,0.173091,0.029148,0.043848,0.633011,0.283758,0.319569,0.293212,0.301052,0.287163,0.281600,0.265523,0.275001,0.266042,0.249435,0.264896,0.261110,0.001998,0.001249,0.008245,0.000758,0.001087,0.014332,0.000236,0.001257,0.003243,0.001176,0.033246,0.001240,0.007935,traffic
0.053083,0.009344,2.881577,0.157789,0.211237,0.363320,0.033846,0.060457,-31.218993,-1.689140,-1.149456,0.675432,0.881211,1.011367,0.526960,0.112562,0.116225,0.256255,0.726374,0.803630,0.596939,0.002369,0.001512,0.012357,0.000659,0.001245,0.017787,0.000246,0.001365,0.003887,0.001308,0.151124,0.001628,0.042776,0.025860,0.004502,0.180441,0.025985,0.021999,0.173091,0.029148,0.043848,0.633011,0.283758,0.319569,0.293212,0.301052,0.287163,0.281600,0.265523,0.275001,0.266042,0.249435,0.264896,0.261110,0.001998,0.001249,0.008245,0.000758,0.001087,0.014332,0.000236,0.001257,0.003243,0.001176,0.033246,0.001240,0.007935,traffic
0.059944,0.018752,2.880104,0.151642,0.201305,0.340062,0.020532,0.071247,-29.603862,-1.886008,-1.852396,1.063958,0.888894,1.233689,0.368210,0.100889,-0.010371,0.287795,0.688469,0.932795,0.612998,0.006569,0.001689,0.011548,0.000741,0.003490,0.025926,0.000416,0.003197,0.007266,0.002213,0.131811,0.002209,0.036887,0.021978,0.009183,0.196374,0.023395,0.021980,0.135424,0.014490,0.033049,0.471448,0.314621,0.334307,0.317872,0.306654,0.291248,0.296232,0.280309,0.287523,0.278595,0.269578,0.276318,0.279845,0.005565,0.001723,0.008264,0.000751,0.003210,0.017470,0.000369,0.003206,0.005816,0.002242,0.038319,0.002158,0.009266,traffic
0.059944,0.018752,2.880104,0.151642,0.201305,0.340062,0.020532,0.071247,-29.603862,-1.886008,-1.852396,1.063958,0.888894,1.233689,0.368210,0.100889,-0.010371,0.287795,0.688469,0.932795,0.612998,0.006569,0.001689,0.011548,0.000741,0.003490,0.025926,0.000416,0.003197,0.007266,0.002213,0.131811,0.002209,0.036887,0.021978,0.009183,0.196374,0.023395,0.021980,0.135424,0.014490,0.033049,0.471448,0.314621,0.334307,0.317872,0.306654,0.291248,0.296232,0.280309,0.287523,0.278595,0.269578,0.276318,0.279845,0.005565,0.001723,0.008264,0.000751,0.003210,0.017470,0.000369,0.003206,0.005816,0.002242,0.038319,0.002158,0.009266,traffic
0.024611,0.006492,3.012332,0.101892,0.165001,0.197057,0.024384,0.036165,-33.121899,-1.779247,-1.465593,0.744138,0.968388,0.876759,0.386055,0.218595,-0.015975,0.219065,0.662004,0.842180,0.555289,0.003664,0.000932,0.007792,0.000663,0.004053,0.012895,0.000390,0.002208,0.004497,0.001379,0.159989,0.001048,0.044077,0.012158,0.005620,0.180973,0.029687,0.037996,0.104196,0.022119,0.019577,0.539627,0.273338,0.293460,0.272687,0.276186,0.270085,0.271977,0.263457,0.268306,0.263655,0.254519,0.260699,0.264098,0.003410,0.001007,0.006492,0.000716,0.004197,0.010815,0.000433,0.002344,0.004184,0.001412,0.026492,0.001083,0.006911,traffic
0.024611,0.006492,3.012332,0.101892,0.165001,0.197057,0.024384,0.036165,-33.121899,-1.779247,-1.465593,0.744138,0.968388,0.876759,0.386055,0.218595,-0.015975,0.219065,0.662004,0.842180,0.555289,0.003664,0.000932,0.007792,0.000663,0.004053,0.012895,0.000390,0.002208,0.004497,0.001379,0.159989,0.001048,0.044077,0.012158,0.005620,0.180973,0.029687,0.037996,0.104196,0.022119,0.019577,0.539627,0.273338,0.293460,0.272687,0.276186,0.270085,0.271977,0.263457,0.268306,0.263655,0.254519,0.260699,0.264098,0.003410,0.001007,0.006492,0.000716,0.004197,0.010815,0.000433,0.002344,0.004184,0.001412,0.026492,0.001083,0.006911,traffic
0.052392,0.040088,2.989897,0.117700,0.148480,0.513937,0.013390,0.092084,-29.625544,-2.400752,-1.370192,0.582269,1.148188,1.131749,0.286461,0.046571,-0.255444,0.242558,0.739567,0.557413,0.583951,0.008470,0.001451,0.011159,0.004824,0.004769,0.051513,0.001414,0.004229,0.009284,0.002114,0.081112,0.001250,0.028048,0.020364,0.023247,0.217644,0.031283,0.043374,0.206449,0.014152,0.033254,1.633381,0.373391,0.371602,0.306432,0.307715,0.312286,0.274187,0.262089,0.280737,0.261751,0.265023,0.297231,0.286931,0.008141,0.001433,0.007043,0.004167,0.003302,0.026641,0.001595,0.003856,0.006942,0.001915,0.036805,0.001075,0.007290,traffic
0.052392,0.040088,2.989897,0.117700,0.148480,0.513937,0.013390,0.092084,-29.625544,-2.400752,-1.370192,0.582269,1.148188,1.131749,0.286461,0.046571,-0.255444,0.242558,0.739567,0.557413,0.583951,0.008470,0.001451,0.011159,0.004824,0.004769,0.051513,0.001414,0.004229,0.009284,0.002114,0.081112,0.001250,0.028048,0.020364,0.023247,0.217644,0.031283,0.043374,0.206449,0.014152,0.033254,1.633381,0.373391,0.371602,0.306432,0.307715,0.312286,0.274187,0.262089,0.280737,0.261751,0.265023,0.297231,0.286931,0.008141,0.001433,0.007043,0.004167,0.003302,0.026641,0.001595,0.003856,0.006942,0.001915,0.036805,0.001075,0.007290,traffic
0.056641,0.057887,2.883188,0.121056,0.162030,0.430132,0.016133,0.081086,-29.655723,-1.887353,-1.390281,0.551438,0.786752,1.164611,0.271341,-0.073001,-0.111302,0.179003,0.814385,0.904577,0.623519,0.003996,0.002264,0.009800,0.000953,0.003461,0.033844,0.000508,0.001841,0.004595,0.000898,0.120518,0.001056,0.034761,0.025887,0.023562,0.230744,0.029919,0.033157,0.230169,0.015866,0.051080,1.506100,0.331563,0.342816,0.269394,0.288385,0.275149,0.297853,0.249508,0.263198,0.255581,0.291475,0.278694,0.263300,0.003077,0.001893,0.007849,0.000724,0.002650,0.020579,0.000422,0.001606,0.004056,0.000718,0.035490,0.000976,0.007862,traffic
0.056641,0.057887,2.883188,0.121056,0.162030,0.430132,0.016133,0.081086,-29.655723,-1.887353,-1.390281,0.551438,0.786752,1.164611,0.271341,-0.073001,-0.111302,0.179003,0.814385,0.904577,0.623519,0.003996,0.002264,0.009800,0.000953,0.003461,0.033844,0.000508,0.001841,0.004595,0.000898,0.120518,0.001056,0.034761,0.025887,0.023562,0.230744,0.029919,0.033157,0.230169,0.015866,0.051080,1.506100,0.331563,0.342816,0.269394,0.288385,0.275149,0.297853,0.249508,0.263198,0.255581,0.291475,0.278694,0.263300,0.003077,0.001893,0.007849,0.000724,0.002650,0.020579,0.000422,0.001606,0.004056,0.000718,0.035490,0.000976,0.007862,traffic
